id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
228877,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,2,"""BBC Monitoring Africa,2016-04-24,District administration officer is killed in central Somalia"";""All Africa,2016-04-25,Govt Official Shot Dead in Beledweyne""",BBC Monitoring Africa;All Africa,2016-04-24;2016-04-25,District administration officer is killed in central Somalia;Govt Official Shot Dead in Beledweyne,"Radio Dalsan, Mogadishu, in Somali 1600 gmt 23 Apr 16",1,Belet Weyne town,,Hiran region,Belet Weyne district,4.735833,45.203611,POINT (45.203611 4.735833),136531,Somalia,520,Africa,1,1,04/23/2016 00:00:00,04/23/2016 00:00:00,0,0,0,0,0,1,0,
228878,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""Xinhua News Agency,2016-09-28,Five army soldiers killed in attacks in Afghanistan""",Xinhua News Agency,2016-09-28,Five army soldiers killed in attacks in Afghanistan,Defense Ministry,6,Afghanistan,,,,33.000000,65.000000,POINT (65.000000 33.000000),177611,Afghanistan,700,Asia,2,2,09/27/2016 00:00:00,09/28/2016 00:00:00,5,0,0,0,5,5,5,
228881,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-09-30,Afghan morning headlines: Reaction topeace accord,death anniversary of ex-leader""",BBC Monitoring South Asia,2016-09-30,"Afghan morning headlines: Reaction topeace accord,death anniversary of ex-leader",AIP,3,Shirin Tagab district,,Faryab province,Shirin Tagab district,36.251448,64.830948,POINT (64.830948 36.251448),181930,Afghanistan,700,Asia,1,2,09/27/2016 00:00:00,09/29/2016 00:00:00,0,2,0,0,2,2,2,
228882,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,2,"""BBC Monitoring South Asia,2016-09-30,Afghan morning headlines: Reaction topeace accord,death anniversary of ex-leader"";""Xinhua News Agency,2016-09-30,Eight militants killed in northern Afghan province""",BBC Monitoring South Asia;Xinhua News Agency,2016-09-30;2016-09-30,"Afghan morning headlines: Reaction topeace accord,death anniversary of ex-leader;Eight militants killed in northern Afghan province","army, AIP",2,Aqtash village,,Kunduz province,Khanabad district,36.720500,69.091500,POINT (69.091500 36.720500),182659,Afghanistan,700,Asia,2,2,09/28/2016 00:00:00,09/30/2016 00:00:00,0,8,0,0,8,24,8,
228883,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,2,"""Xinhua News Agency,2016-04-24,6 Al-Shabaab militants killed, 3 others nabbed in southwest Somalia"";""All Africa,2016-04-24,Multiple Suicide Blasts Reported in Somalia""",Xinhua News Agency;All Africa,2016-04-24;2016-04-24,"6 Al-Shabaab militants killed, 3 others nabbed in southwest Somalia;Multiple Suicide Blasts Reported in Somalia",Security commander of Southwest State Administration in Somalia,1,Raydable village,,Bay region,Baidoa district,2.920820,43.705340,POINT (43.705340 2.920820),133648,Somalia,520,Africa,1,1,04/24/2016 00:00:00,04/24/2016 00:00:00,0,6,0,0,6,6,6,
228885,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,10,"""BBC Monitoring Africa,2016-04-26,African Union troops in Somalia ""foil al-Shabab attack"""";""BBC Monitoring Africa,2016-04-26,Al-Shabab attacks troops in southwest Somalia"";""Xinhua News Agency,2016-04-26,Urgent: At least 20 Al-Shabaab militants killed in heavy fighting in Somalia"";""Xinhua News Agency,2016-04-26,1st LD: At least 20 Al-Shabaab militants killed in heavy fighting in Somalia"";""Xinhua News Agency,2016-04-26,2nd LD Writethru: At least 20 Al-Shabaab militants killed in heavy fighting in Somalia"";""Reuters News,2016-04-26,Al Shabaab kills five at Somali military base: army captain"";""BBC Monitoring Africa,2016-04-26,Al-Shabab ""kills 10 soldiers"" after raid in Somalia"";""Reuters News,2016-04-26,Al Shabaab kills five at Somali military base - army captain"";""BBC Monitoring Africa,2016-04-27,Somali troops regain control of south-central village from al-Shabab militant"";""BBC Monitoring Africa,2016-04-27,Somali forces said kill 20 al-Shabab during recapture of southwestern town""",BBC Monitoring Africa;BBC Monitoring Africa;Xinhua News Agency;Xinhua News Agency;Xinhua News Agency;Reuters News;BBC Monitoring Africa;Reuters News;BBC Monitoring Africa;BBC Monitoring Africa,2016-04-26;2016-04-26;2016-04-26;2016-04-26;2016-04-26;2016-04-26;2016-04-26;2016-04-26;2016-04-27;2016-04-27,"African Union troops in Somalia ""foil al-Shabab attack"";Al-Shabab attacks troops in southwest Somalia;Urgent: At least 20 Al-Shabaab militants killed in heavy fighting in Somalia;1st LD: At least 20 Al-Shabaab militants killed in heavy fighting in Somalia;2nd LD Writethru: At least 20 Al-Shabaab militants killed in heavy fighting in Somalia;Al Shabaab kills five at Somali military base: army captain;Al-Shabab ""kills 10 soldiers"" after raid in Somalia;Al Shabaab kills five at Somali military base - army captain;Somali troops regain control of south-central village from al-Shabab militant;Somali forces said kill 20 al-Shabab during recapture of southwestern town",captain Aden Nur,1,Daynuuney village,,Bay region,Baidoa district,3.050000,43.816667,POINT (43.816667 3.050000),134368,Somalia,520,Africa,1,1,04/26/2016 00:00:00,04/26/2016 00:00:00,0,20,0,0,20,30,11,
228887,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2016-04-28,Somalia's Jubbaland forces attack al-Shabab bases""",BBC Monitoring Africa,2016-04-28,Somalia's Jubbaland forces attack al-Shabab bases,Jubbaland military chief Colonel Adan Gojar,3,Kismayo district,,Lower Juba region,Kismayo district,-0.358173,42.545365,POINT (42.545365 -0.358173),129326,Somalia,520,Africa,1,1,04/26/2016 00:00:00,04/26/2016 00:00:00,0,2,0,0,2,2,2,
228888,,2016,True,Clear,1,209,209,Philippines:Government,411,411,Government of Philippines - CPP,154,154,Government of Philippines,169,169,CPP,1,"""PNA (Philippines News Agency),2016-08-01,Rebel killed in Surigao Del Norte in first clash with gov't troops since lifting of ceasefire""",PNA (Philippines News Agency),2016-08-01,Rebel killed in Surigao Del Norte in first clash with gov't troops since lifting of ceasefire,Military,1,Malimono town,,Surigao del Norte province,Malimono municipality,9.618060,125.402220,POINT (125.402220 9.618060),143891,Philippines,840,Asia,1,1,08/01/2016 00:00:00,08/01/2016 00:00:00,0,1,0,0,1,1,1,
228894,,2016,True,Clear,1,209,209,Philippines:Government,411,411,Government of Philippines - CPP,154,154,Government of Philippines,169,169,CPP,1,"""PNA (Philippines News Agency),2016-08-03,Militiaman killed in series of NPA attacks in Cotabato""",PNA (Philippines News Agency),2016-08-03,Militiaman killed in series of NPA attacks in Cotabato,Military,2,Birada village,,Cotabato province,Kidapawan City municipality,7.030000,125.130830,POINT (125.130830 7.030000),140291,Philippines,840,Asia,1,1,08/01/2016 00:00:00,08/01/2016 00:00:00,1,0,0,0,1,1,1,
228900,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2016-04-30,Militants target Somali troops in Mogadishu""",BBC Monitoring Africa,2016-04-30,Militants target Somali troops in Mogadishu, pro-Al-Shabab news website Somali Memo on 29 April,1,Biyo Cadde,,Middle Shabelle region,Jowhar district,2.811110,45.327782,POINT (45.327782 2.811110),133651,Somalia,520,Africa,1,1,04/29/2016 00:00:00,04/29/2016 00:00:00,0,0,0,0,0,1,0,
228902,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2016-05-01,Somalia: Al-Shabaab militants ambush Ethiopian troops in Hiiraan Region""",BBC Monitoring Africa,2016-05-01,Somalia: Al-Shabaab militants ambush Ethiopian troops in Hiiraan Region,pro-Al-Shabab Radio Al-Furqaan on 30 April,2,Belet Weyne town,,Hiran region,Belet Weyne district,4.735833,45.203611,POINT (45.203611 4.735833),136531,Somalia,520,Africa,1,1,04/29/2016 00:00:00,04/29/2016 00:00:00,0,0,0,0,0,2,0,
228904,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,6,"""Reuters News,2016-05-01,Islamist group al Shabaab kills 15 soldiers: Somali military"";""Reuters News,2016-05-01,Islamist group al Shabaab kills 15 soldiers - Somali military"";""BBC Monitoring Africa,2016-05-01,Programme summary of Somalia's Radio Simba news 1000 gmt 1 May 16"";""All Africa,2016-05-02,22 Somali Soldiers Killed in Al-Shabab Attack"";""Xinhua News Agency,2016-05-02,Somali, AU forces recapture strategic village in Southern Somalia"";""BBC Monitoring Africa,2016-05-03,Al-Shabab claims killing at least 50 Somali soldiers""",Reuters News;Reuters News;BBC Monitoring Africa;All Africa;Xinhua News Agency;BBC Monitoring Africa,2016-05-01;2016-05-01;2016-05-01;2016-05-02;2016-05-02;2016-05-03,"Islamist group al Shabaab kills 15 soldiers: Somali military;Islamist group al Shabaab kills 15 soldiers - Somali military;Programme summary of Somalia's Radio Simba news 1000 gmt 1 May 16;22 Somali Soldiers Killed in Al-Shabab Attack;Somali, AU forces recapture strategic village in Southern Somalia;Al-Shabab claims killing at least 50 Somali soldiers","Captain Nur Ali
Major Abdullahi Omar, a second army officer,
Abdiasis Abu Musab, al Shabaab's spokesman for military operations",1,Ruun-Nirgood village,,Middle Shabelle region,Adan Yabal district,3.555850,46.772070,POINT (46.772070 3.555850),135094,Somalia,520,Africa,1,1,05/01/2016 00:00:00,05/01/2016 00:00:00,8,12,0,0,20,50,15,
228908,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,2,"""BBC Monitoring Africa,2016-05-01,Two dead, eight injured in southern Somalia market explosion"";""Xinhua News Agency,2016-05-01,At least 2 soldiers killed in bomb explosion in S. Somalia""",BBC Monitoring Africa;Xinhua News Agency,2016-05-01;2016-05-01,"Two dead, eight injured in southern Somalia market explosion;At least 2 soldiers killed in bomb explosion in S. Somalia",Qoryoley District Commissioner Mohamed Hajji Osman.,1,Qoryoley town,,Lower Shabelle region,Qoryoley district,1.783333,44.533333,POINT (44.533333 1.783333),132210,Somalia,520,Africa,1,1,05/01/2016 00:00:00,05/01/2016 00:00:00,2,0,0,0,2,2,0,
228914,,2016,True,Clear,1,209,209,Philippines:Government,411,411,Government of Philippines - CPP,154,154,Government of Philippines,169,169,CPP,2,"""PNA (Philippines News Agency),2016-08-05,6 killed, 12 wounded in fresh armed encounter between Army, NPA"";""PNA (Phlippines News Agency),2016-08-07,President Duterte invokes Geneva Convention; warns NPA on use of landmines """,PNA (Philippines News Agency);PNA (Phlippines News Agency),2016-08-05;2016-08-07,"6 killed, 12 wounded in fresh armed encounter between Army, NPA;President Duterte invokes Geneva Convention; warns NPA on use of landmines ",Police,2,Rizal village,,Compostela Valley province,Monkayo municipality,7.888333,126.115555,POINT (126.115555 7.888333),141013,Philippines,840,Asia,1,1,08/05/2016 00:00:00,08/05/2016 00:00:00,3,2,0,0,5,6,5,
228920,,2016,True,Clear,1,209,209,Philippines:Government,411,411,Government of Philippines - CPP,154,154,Government of Philippines,169,169,CPP,1,"""PNA (Philippines News Agency),2016-08-06,(Update) Trooper killed, undetermined number of NPAs wounded in Bukidnon clash""",PNA (Philippines News Agency),2016-08-06,"(Update) Trooper killed, undetermined number of NPAs wounded in Bukidnon clash",Military,2,Lilingayon village,,Bukidnon province,Valencia City municipality,7.979550,124.873222,POINT (124.873222 7.979550),141010,Philippines,840,Asia,1,1,08/05/2016 00:00:00,08/05/2016 00:00:00,1,0,0,0,1,1,1,
228921,,2016,True,Clear,1,209,209,Philippines:Government,411,411,Government of Philippines - CPP,154,154,Government of Philippines,169,169,CPP,1,"""PNA (Philippines News Agency),2016-08-07,President Duterte invokes Geneva Convention; warns NPA on use of landmines """,PNA (Philippines News Agency),2016-08-07,President Duterte invokes Geneva Convention; warns NPA on use of landmines ,POlice,2,Parasonan village,,Compostela Valley province,Maragusan municipality,7.350833,126.086944,POINT (126.086944 7.350833),140293,Philippines,840,Asia,1,1,08/05/2016 00:00:00,08/05/2016 00:00:00,1,0,0,0,1,1,1,
228925,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,2,"""Xinhua News Agency,2016-05-07,At least 2 Al-Shabaab fighters killed in SW Somalia"";""BBC Monitoring Africa,2016-05-08,Somalia: Al-Shabaab militants stage attack in southwestern town""",Xinhua News Agency;BBC Monitoring Africa,2016-05-07;2016-05-08,At least 2 Al-Shabaab fighters killed in SW Somalia;Somalia: Al-Shabaab militants stage attack in southwestern town,officials,1,Bardera town,,Gedo region,Bardera district,2.338564,42.285637,POINT (42.285637 2.338564),132925,Somalia,520,Africa,1,1,05/06/2016 00:00:00,05/06/2016 00:00:00,0,2,0,0,2,2,2,
228933,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,7,"""Xinhua News Agency,2016-05-09,1st LD Writethru: At least 3 policemen killed in car bombing in Mogadishu"";""Agence France Presse,2016-05-09,Police, civilians killed in Mogadishu attack"";""Reuters News,2016-05-09,Al Shabaab car bomb attack kills at least two Somali police"";""BBC Monitoring Africa,2016-05-09,Al-Shabab claims killing nine Somali police officers in attack"";""Reuters News,2016-05-09,UPDATE 2-Al Shabaab car bomb attack kills at least two Somali police"";""BBC Monitoring Africa,2016-05-09,Six killed in Somalia car bomb attack"";""BBC Monitoring Africa,2016-05-10,Six killed, 15 wounded in attack on Somali police compound""",Xinhua News Agency;Agence France Presse;Reuters News;BBC Monitoring Africa;Reuters News;BBC Monitoring Africa;BBC Monitoring Africa,2016-05-09;2016-05-09;2016-05-09;2016-05-09;2016-05-09;2016-05-09;2016-05-10,"1st LD Writethru: At least 3 policemen killed in car bombing in Mogadishu;Police, civilians killed in Mogadishu attack;Al Shabaab car bomb attack kills at least two Somali police;Al-Shabab claims killing nine Somali police officers in attack;UPDATE 2-Al Shabaab car bomb attack kills at least two Somali police;Six killed in Somalia car bomb attack;Six killed, 15 wounded in attack on Somali police compound","Goobjoog News correspondent Mohamud Ali Haji
Abdiasis Abu Musab, al Shabaab's military operations spokesman,",1,Mogadishu city,,Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,1,1,05/09/2016 00:00:00,05/09/2016 00:00:00,4,2,2,0,8,12,6,
228939,,2016,True,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,2,"""Xinhua News Agency,2016-05-09,Somalia security forces arrest 2 Al-Shabaab militants"";""BBC Monitoring Africa,2016-05-09,Somalia: Police arrest gunmen accused of killing civilians in Mogadishu""",Xinhua News Agency;BBC Monitoring Africa,2016-05-09;2016-05-09,Somalia security forces arrest 2 Al-Shabaab militants;Somalia: Police arrest gunmen accused of killing civilians in Mogadishu,"Spokesman of local government, Abdifitah Omar Halane ",1,Mogadishu city,,Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,1,1,05/09/2016 00:00:00,05/09/2016 00:00:00,0,0,2,0,2,2,2,
228940,,2016,False,Clear,3,154,737,Government of Philippines - Civilians,154,1204,Government of Philippines - Civilians,154,154,Government of Philippines,9999,1,Civilians,1,"""PNA (Philippines News Agency),2016-08-09,Army probes shooting of civilian in Tagum City""",PNA (Philippines News Agency),2016-08-09,Army probes shooting of civilian in Tagum City,Military,2,Cuambogan village,,Davao del Norte province,Tagum City municipality,7.490800,125.793700,POINT (125.793700 7.490800),140292,Philippines,840,Asia,1,1,08/07/2016 00:00:00,08/07/2016 00:00:00,0,0,0,0,0,1,0,
228951,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2016-05-10,Roadside bomb targets Somali soldiers in southern region""",BBC Monitoring Africa,2016-05-10,Roadside bomb targets Somali soldiers in southern region,Toowfiiq residents ,4,Middle Shabelle region,,Middle Shabelle region,,3.000000,46.000000,POINT (46.000000 3.000000),134373,Somalia,520,Africa,1,1,05/09/2016 00:00:00,05/09/2016 00:00:00,0,0,0,0,0,2,0,
228958,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,2,"""Xinhua News Agency,2016-05-11,15 Al-Shabaab militants killed in central Somalia"";""All Africa,2016-05-12,Local Official: Commandos Kill 15 in Raid on Al-Shabaab Base""",Xinhua News Agency;All Africa,2016-05-11;2016-05-12,15 Al-Shabaab militants killed in central Somalia;Local Official: Commandos Kill 15 in Raid on Al-Shabaab Base,"Governor of Galcad town, Qadar Muhumed Ali
Somali security official Mohamed Nur Gabow t",2,Galcad town,,Galgudud region,El Der district,4.024069,46.617838,POINT (46.617838 4.024069),135814,Somalia,520,Africa,1,1,05/11/2016 00:00:00,05/11/2016 00:00:00,0,15,0,0,15,15,15,
228960,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,5,"""Xinhua News Agency,2016-05-12,Five Al-Shabaab militants killed in S. Somalia"";""Agence France Presse,2016-05-12,US troops call in drone strike against Shebab in Somalia"";""Reuters News,2016-05-12,U.S. air strike kills 5 al Shabaab fighters in Somalia -Pentagon"";""Reuters News,2016-05-12,UPDATE 2-U.S. air strike kills 5 al Shabaab fighters in Somalia -Pentagon"";""BBC Monitoring Africa,2016-05-13,Pentagon says five al-Shabab fighters killed in Somalia raid""",Xinhua News Agency;Agence France Presse;Reuters News;Reuters News;BBC Monitoring Africa,2016-05-12;2016-05-12;2016-05-12;2016-05-12;2016-05-13,Five Al-Shabaab militants killed in S. Somalia;US troops call in drone strike against Shebab in Somalia;U.S. air strike kills 5 al Shabaab fighters in Somalia -Pentagon;UPDATE 2-U.S. air strike kills 5 al Shabaab fighters in Somalia -Pentagon;Pentagon says five al-Shabab fighters killed in Somalia raid,"Joe Kibet, spokesman for African Union Mission in Somalia (AMISOM)",2,Afgoye town,,Lower Shabelle region,Afgoye district,2.150000,45.116667,POINT (45.116667 2.150000),132931,Somalia,520,Africa,1,1,05/12/2016 00:00:00,05/12/2016 00:00:00,0,5,0,0,5,5,5,
228963,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,3,"""BBC Monitoring Africa,2016-05-14,Six killed in Somalia fighting"";""BBC Monitoring Africa,2016-05-14,Al-Shabab attacks vehicle carrying ""khat belonging"" to Somali forces"";""BBC Monitoring Africa,2016-05-15,Government forces 'kill' several al-Shabaab fighters in central somalia""",BBC Monitoring Africa;BBC Monitoring Africa;BBC Monitoring Africa,2016-05-14;2016-05-14;2016-05-15,"Six killed in Somalia fighting;Al-Shabab attacks vehicle carrying ""khat belonging"" to Somali forces;Government forces 'kill' several al-Shabaab fighters in central somalia",various sources in Buuloburde,3,Bulo Burti district,,Hiran region,Bulo Burti district,3.850000,45.566667,POINT (45.566667 3.850000),135092,Somalia,520,Africa,1,1,05/13/2016 00:00:00,05/13/2016 00:00:00,0,4,0,1,5,5,5,
228964,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2016-05-14,Al-Shabab claims killing several Kenyan soldiers""",BBC Monitoring Africa,2016-05-14,Al-Shabab claims killing several Kenyan soldiers,pro-Al-Shabab website Calamada on 13 May,2,Tabta village,,Lower Juba region,Afmadow district,0.304630,41.439380,POINT (41.439380 0.304630),130043,Somalia,520,Africa,1,1,05/12/2016 00:00:00,05/12/2016 00:00:00,0,0,0,0,0,2,0,
228967,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2016-05-14,Somali forces say inflict heavy losses on al-Shabab in fighting""",BBC Monitoring Africa,2016-05-14,Somali forces say inflict heavy losses on al-Shabab in fighting,Southwest state administration ,3,Waajid district,,Bakool region,Waajid district,3.808228,43.247629,POINT (43.247629 3.808228),135087,Somalia,520,Africa,1,1,05/13/2016 00:00:00,05/13/2016 00:00:00,0,0,0,9,9,18,9,
228975,,2016,True,Clear,1,209,209,Philippines:Government,411,411,Government of Philippines - CPP,154,154,Government of Philippines,169,169,CPP,1,"""PNA (Philippines News Agency),2016-08-21,4 rebels killed, high-powered arms seized in Agusan Del Sur clash""",PNA (Philippines News Agency),2016-08-21,"4 rebels killed, high-powered arms seized in Agusan Del Sur clash",Military,2,San Pedro village,,Agusan del Sur province,San Luis municipality,8.459722,125.689722,POINT (125.689722 8.459722),141732,Philippines,840,Asia,1,1,08/20/2016 00:00:00,08/20/2016 00:00:00,0,4,0,0,4,4,4,
228976,,2016,False,Clear,3,169,495,CPP - Civilians,169,962,CPP - Civilians,169,169,CPP,9999,1,Civilians,2,"""Manila Bulletin,2016-06-19,Gruesome fate for lumad family on Mt. Katalawan"";""PNA (Philippines News Agency),2016-08-21,4 rebels killed, high-powered arms seized in Agusan Del Sur clash""",Manila Bulletin;PNA (Philippines News Agency),2016-06-19;2016-08-21,"Gruesome fate for lumad family on Mt. Katalawan;4 rebels killed, high-powered arms seized in Agusan Del Sur clash",police,2,Binicalan village,,Agusan del Sur province,San Luis municipality,8.420277,125.397500,POINT (125.397500 8.420277),141731,Philippines,840,Asia,1,1,06/05/2016 00:00:00,06/05/2016 00:00:00,0,0,0,0,0,3,0,
228977,,2016,True,Clear,1,209,209,Philippines:Government,411,411,Government of Philippines - CPP,154,154,Government of Philippines,169,169,CPP,1,"""PNA (Philippines News Agency),2016-08-21,Phil. Army's 7ID chief orders hot pursuit ops vs rebels""",PNA (Philippines News Agency),2016-08-21,Phil. Army's 7ID chief orders hot pursuit ops vs rebels,Military,2,Umiray village,,Aurora province,Dingalan municipality,15.220600,121.411100,POINT (121.411100 15.220600),151803,Philippines,840,Asia,1,1,08/19/2016 00:00:00,08/19/2016 00:00:00,1,0,0,0,1,1,1,
228991,,2016,True,Clear,3,717,604,Al-Shabaab - Civilians,717,1071,Al-Shabaab - Civilians,717,717,Al-Shabaab,9999,1,Civilians,1,"""BBC Monitoring Africa,2016-05-15,Al-Shabaab militants kill 4 civilians in southern Somalia""",BBC Monitoring Africa,2016-05-15,Al-Shabaab militants kill 4 civilians in southern Somalia,Adan Yabaal residents,2,Adan Yabal town,,Middle Shabelle region,Adan Yabal district,3.778200,46.246300,POINT (46.246300 3.778200),135093,Somalia,520,Africa,1,1,05/14/2016 00:00:00,05/14/2016 00:00:00,0,0,4,0,4,4,4,
228993,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2016-05-15,Al-Shabab militants kill two military officers in Somali capital""",BBC Monitoring Africa,2016-05-15,Al-Shabab militants kill two military officers in Somali capital,pro-Al-Shabab news website Somali Memo on 14 May,1,Mogadishu city,,Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,1,1,05/14/2016 00:00:00,05/14/2016 00:00:00,0,0,0,0,0,1,0,
228994,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,1,"""BBC Monitoring Africa,2016-05-15,Al-Shabab militants kill two military officers in Somali capital""",BBC Monitoring Africa,2016-05-15,Al-Shabab militants kill two military officers in Somali capital,pro-Al-Shabab news website Somali Memo on 14 May,2,Mogadishu city,,Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,1,1,05/14/2016 00:00:00,05/14/2016 00:00:00,0,0,0,0,0,1,0,
228996,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,3,"""BBC Monitoring Africa,2016-05-17,As least five killed as al-Shabab attacks central Somali town"";""BBC Monitoring Africa,2016-05-17,Al-Shabab attacks government base in central Somalia"";""BBC Monitoring Africa,2016-05-17,Al-Shabab says six Somali soldiers killed in attack on army base""",BBC Monitoring Africa;BBC Monitoring Africa;BBC Monitoring Africa,2016-05-17;2016-05-17;2016-05-17,As least five killed as al-Shabab attacks central Somali town;Al-Shabab attacks government base in central Somalia;Al-Shabab says six Somali soldiers killed in attack on army base,Halgan administrator Guhad Abdi Warsame,1,Halgan location,,Hiran region,Bulo Burti district,4.211071,45.563259,POINT (45.563259 4.211071),135812,Somalia,520,Africa,1,2,05/15/2016 00:00:00,05/16/2016 00:00:00,0,0,0,5,5,5,5,
229004,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,3,"""Xinhua News Agency,2016-05-19,1st LD Writethru: 1 killed, 8 injured in Mogadishu suicide bomb attack"";""Xinhua News Agency,2016-05-19,1 killed, 8 injured in Mogadishu suicide bomb attack"";""BBC Monitoring Africa,2016-05-19,Suicide bomber hits restaurant in Somali capital""",Xinhua News Agency;Xinhua News Agency;BBC Monitoring Africa,2016-05-19;2016-05-19;2016-05-19,"1st LD Writethru: 1 killed, 8 injured in Mogadishu suicide bomb attack;1 killed, 8 injured in Mogadishu suicide bomb attack;Suicide bomber hits restaurant in Somali capital",Local government spokesman Abdifitah Omar Halane,1,Mogadishu city,,Banaadir region,Mogadishu district,2.066667,45.366667,POINT (45.366667 2.066667),132931,Somalia,520,Africa,1,1,05/19/2016 00:00:00,05/19/2016 00:00:00,0,1,0,1,2,2,2,
229005,,2016,True,Clear,1,337,337,Somalia:Government,750,750,Government of Somalia - Al-Shabaab,95,95,Government of Somalia,717,717,Al-Shabaab,2,"""Xinhua News Agency,2016-05-21,Al-Shabaab commander killed in southwest Somalia"";""BBC Monitoring Africa,2016-05-22,Somalia: Troops capture local militant official in Bakool Region""",Xinhua News Agency;BBC Monitoring Africa,2016-05-21;2016-05-22,Al-Shabaab commander killed in southwest Somalia;Somalia: Troops capture local militant official in Bakool Region,Somali government's army commander in Bakool region Aden Mohamed Ahmed,1,Yabyab village,,Bakool region,Hudur district,4.185320,44.053490,POINT (44.053490 4.185320),135809,Somalia,520,Africa,1,1,05/20/2016 00:00:00,05/20/2016 00:00:00,0,1,0,0,1,1,1,
